Index,YearMonth,Close_last,Stock_monthly_pct,GPRD_mean,GPRD_ACT_mean,GPRD_THREAT_mean,GPRD_monthly_pct,GPRD_ACT_monthly_pct,GPRD_THREAT_monthly_pct,gpr_lag1,stock_lag1,gpr_lag2,stock_lag2,gpr_lag3,stock_lag3,stock_vol6,gprd_zscore,gpr_spike,stock_down,gpr_up_next,cluster
000001.SS,2002-10,1507.495972,-4.686470945050091,168.296264894547,195.84739069784845,161.10799457180886,-1.1482428597716532,5.717540747287764,-4.039419878272565,34.05336231874485,-5.100148795821092,6.386640324555559,0.9096695710071768,-19.228603110713397,-4.683928816584193,8.332903587189998,1.319127743914262,0,1,0,2
000001.SS,2002-11,1434.182007,-4.863294254958039,156.04842834472657,175.04123814900717,151.88629328409831,-7.277545082473935,-10.623655732508986,-5.723925316195444,-1.1482428597716532,-4.686470945050091,34.05336231874485,-5.100148795821092,6.386640324555559,0.9096695710071768,7.70177264905677,1.0746062985197744,0,1,1,2
000001.SS,2002-12,1357.654053,-5.336000146876763,175.05461046772618,174.67416357224988,183.75799191382623,12.179669045440855,-0.2097074841557078,20.983920234403875,-7.277545082473935,-4.863294254958039,-1.1482428597716532,-4.686470945050091,34.05336231874485,-5.100148795821092,2.398948556477311,1.4540544651606715,0,1,1,2
000001.SS,2003-01,1499.814941,10.471068655956062,205.2729772752331,176.48827115951045,244.28261073943108,17.26225132075463,1.0385666375383629,32.93713552006381,12.179669045440855,-5.336000146876763,-7.277545082473935,-4.863294254958039,-1.1482428597716532,-4.686470945050091,6.296480366132167,2.057347846744926,0,0,1,2
000001.SS,2003-02,1511.932007,0.8079040732799303,236.19078636169436,210.63462039402552,291.2838772365025,15.061801848864963,19.34765920147381,19.240528973716557,17.26225132075463,10.471068655956062,12.179669045440855,-5.336000146876763,-7.277545082473935,-4.863294254958039,6.28903658593045,2.6746052158729587,0,0,1,2
000001.SS,2003-03,1510.578003,-0.0895545562717869,349.2410371841923,413.4505669378465,352.7903245495212,47.86395462919402,96.28803952760548,21.115637396943757,15.061801848864963,0.8079040732799303,17.26225132075463,10.471068655956062,12.179669045440855,-5.336000146876763,6.0351368263881735,4.931592449567863,1,1,0,0
000001.SS,2003-04,1521.44397,0.7193251178304161,252.85915400187176,326.76046600341795,210.79934641520185,-27.59752518186688,-20.967464520966683,-40.2479796790425,47.86395462919402,-0.0895545562717869,15.061801848864963,0.8079040732799303,17.26225132075463,10.471068655956062,5.700156648610764,3.0073801783052136,0,0,0,2
000001.SS,2003-05,1576.260986,3.602959890793733,159.68020999047064,183.58484895767705,150.55725589875252,-36.85013674083216,-43.81668896391011,-28.5779304067638,-27.59752518186688,0.7193251178304161,47.86395462919402,-0.0895545562717869,15.061801848864963,0.8079040732799303,5.1965020016691215,1.1471128586589634,0,0,0,2
000001.SS,2003-06,1486.024048,-5.724746016139736,145.7216801961263,176.93343124389648,127.7050184249878,-8.741552754206271,-3.623075516059593,-15.17843649404218,-36.85013674083216,3.602959890793733,-27.59752518186688,0.7193251178304161,47.86395462919402,-0.0895545562717869,5.303044124475054,0.8684383460614599,0,1,0,2
000001.SS,2003-07,1476.741943,-0.6246268364561436,133.95684691398375,166.529414761451,106.6518937387774,-8.073495492440319,-5.880186920754349,-16.485745780285622,-8.741552754206271,-5.724746016139736,-36.85013674083216,3.602959890793733,-27.59752518186688,0.7193251178304161,3.0671448365768392,0.6335598001833436,0,1,1,2
000001.SS,2003-08,1421.983032,-3.708089369274448,137.39681588449787,179.2770211004442,108.98332251271894,2.5679680059377485,7.654867674430843,2.186017230647508,-8.073495492440319,-0.6246268364561436,-8.741552754206271,-5.724746016139736,-36.85013674083216,3.602959890793733,3.309531316018698,0.7022369238011168,0,1,0,2
000001.SS,2003-09,1367.161011,-3.8553217419826535,118.71830571492514,145.99144999186197,97.7679594039917,-13.59457280674885,-18.56655744515813,-10.290898506437395,2.5679680059377485,-3.708089369274448,-8.073495492440319,-0.6246268364561436,-8.741552754206271,-5.724746016139736,3.4625263908586126,0.3293305508346584,0,1,0,2
000001.SS,2003-10,1348.302979,-1.3793570653544474,107.55338336575416,129.5931615521831,91.48407450029929,-9.404549940243411,-11.232362196959455,-6.427345872819624,-13.59457280674885,-3.8553217419826535,2.5679680059377485,-3.708089369274448,-8.073495492440319,-0.6246268364561436,3.282908103480707,0.1064289029043117,0,1,1,2
000001.SS,2003-11,1397.224976,3.628412735265485,117.27323557535809,152.34808400472005,93.18425509134929,9.037235190035677,17.55873703519013,1.85844432524096,-9.404549940243411,-1.3793570653544474,-13.59457280674885,-3.8553217419826535,2.5679680059377485,-3.708089369274448,3.291521028670148,0.300480505540044,0,0,1,2
000001.SS,2003-12,1497.043945,7.144087080790906,131.9601605323053,166.63024114793348,112.74830061389554,12.52368017722989,9.374687733369155,20.995011982837084,9.037235190035677,3.628412735265485,-9.404549940243411,-1.3793570653544474,-13.59457280674885,-3.8553217419826535,4.355858813926149,0.5936970343747436,0,0,0,2
000001.SS,2004-01,1590.729004,6.25800326790007,114.1432640321793,127.11111671693864,107.96992640341482,-13.501723875035932,-23.716658008020264,-4.238089784469723,12.52368017722989,7.144087080790906,9.037235190035677,3.628412735265485,-9.404549940243411,-1.3793570653544474,4.959437734118001,0.2379923132239155,0,0,1,2
000001.SS,2004-02,1675.067017,5.301846687143197,114.83697246683056,130.29377562424233,103.49829351490942,0.6077524070589702,2.503839939028385,-4.141554076639597,-13.501723875035932,6.25800326790007,12.52368017722989,7.144087080790906,9.037235190035677,3.628412735265485,4.461388766758888,0.2518418276612841,0,0,1,2
000001.SS,2004-03,1741.623047,3.9733353546176353,137.0413291685043,182.14090384206463,107.18084593742124,19.33554692769983,39.792482771660254,3.558080329103519,0.6077524070589702,5.301846687143197,-13.501723875035932,6.25800326790007,12.52368017722989,7.144087080790906,3.0203285819781835,0.6951398234063075,0,0,1,2
000001.SS,2004-04,1595.587036,-8.385052738682564,148.72968673706055,203.51488087972004,120.71956570943196,8.529074870679644,11.73485833593364,12.631659746290346,19.33554692769983,3.9733353546176353,0.6077524070589702,5.301846687143197,-13.501723875035932,6.25800326790007,5.727952539420151,0.9284915729438924,0,1,0,2
000001.SS,2004-05,1555.906006,-2.486923565102217,121.83138078258884,160.97313985516948,91.7239502937563,-18.08536449217786,-20.9035038817104,-24.01898585807304,8.529074870679644,-8.385052738682564,19.33554692769983,3.9733353546176353,0.6077524070589702,5.301846687143197,6.121502313757625,0.391481414137764,0,1,1,2
000001.SS,2004-06,1399.161987,-10.074131624632344,136.9921531677246,177.06919593811034,107.51701380411784,12.444061856436273,9.9992185636826,17.21803679386078,-18.08536449217786,-2.486923565102217,8.529074870679644,-8.385052738682564,19.33554692769983,3.9733353546176353,7.157629701636326,0.6941580510957076,0,1,0,2
